name,link,rating,ico_profile,team,vision,product,start,end
exscudo,https://icobench.com/ico/exscudo/,3.8,3.8,0,0,0,25 Apr 2017,31 May 2017
farad,https://icobench.com/ico/farad/,3.8,3.8,0,0,0,01 Oct 2017,31 Oct 2017
finshi-capital,https://icobench.com/ico/finshi-capital/,3.8,3.8,0,0,0,06 Sep 2017,06 Oct 2017
firstblood,https://icobench.com/ico/firstblood/,3.8,3.8,4.0,4.0,4.0,25 Sep 2016,26 Sep 2016
genaro,https://icobench.com/ico/genaro/,3.8,3.8,0,0,0,17 Nov 2017,30 Nov 2017
giga-watt,https://icobench.com/ico/giga-watt/,3.5,3.8,3.9,2.4,2.9,02 Jun 2017,31 Jul 2017
hash-rush,https://icobench.com/ico/hash-rush/,3.8,3.8,0,0,0,20 Sep 2017,20 Oct 2017
herdius,https://icobench.com/ico/herdius/,3.7,3.8,3.6,3.6,3.6,11 Dec 2017,20 Jan 2018
mito,https://icobench.com/ico/mito/,3.6,3.8,3.3,3.5,3.0,11 Sep 2017,31 Oct 2017
neufund,https://icobench.com/ico/neufund/,3.8,3.8,0,0,0,17 Nov 2017,17 Dec 2017
pally,https://icobench.com/ico/pally/,3.4,3.8,2.9,3.5,3.2,15 Oct 2017,12 Nov 2017
paypie,https://icobench.com/ico/paypie/,4.0,3.8,4.0,5.0,4.0,15 Oct 2017,16 Oct 2017
pindify,https://icobench.com/ico/pindify/,4.1,3.8,4.1,4.2,4.2,20 Nov 2017,20 Jan 2018
populous,https://icobench.com/ico/populous/,3.8,3.8,0,0,0,24 Jul 2017,24 Jul 2017
proof-suite,https://icobench.com/ico/proof-suite/,3.7,3.8,3.5,4.0,3.5,01 Nov 2017,30 Nov 2017
qchain,https://icobench.com/ico/qchain/,3.8,3.8,0,0,0,24 Oct 2017,05 Dec 2017
qtum,https://icobench.com/ico/qtum/,4.0,3.8,4.6,4.6,4.6,12 Mar 2017,17 Mar 2017
rex,https://icobench.com/ico/rex/,3.8,3.8,4.0,4.0,4.0,31 Jul 2017,25 Aug 2017
taas,https://icobench.com/ico/taas/,4.1,3.8,4.8,4.8,4.8,27 Mar 2017,28 Apr 2017
adpump,https://icobench.com/ico/adpump/,3.6,3.6,0,0,0,13 Nov 2017,25 Dec 2017
b2bx,https://icobench.com/ico/b2bx/,3.2,3.6,2.7,2.7,3.3,02 Oct 2017,17 Nov 2017
blocktix,https://icobench.com/ico/blocktix/,3.6,3.6,0,0,0,07 Jul 2017,25 Jul 2017
casper,https://icobench.com/ico/casper/,3.6,3.6,0,0,0,11 Dec 2017,25 Dec 2017
circles,https://icobench.com/ico/circles/,3.5,3.6,3.0,3.0,3.0,18 Sep 2017,18 Oct 2017
crypto-tickets,https://icobench.com/ico/crypto-tickets/,3.8,3.6,3.9,4.0,3.8,05 Oct 2017,30 Nov 2017
dao-casino,https://icobench.com/ico/dao-casino/,3.8,3.6,4.7,4.8,4.8,29 Jun 2017,26 Jul 2017
diamond-guard,https://icobench.com/ico/diamond-guard/,3.4,3.6,2.5,4.1,2.5,27 Nov 2017,17 Dec 2017
dopameme,https://icobench.com/ico/dopameme/,3.9,3.6,5.0,5.0,4.0,24 Oct 2017,21 Nov 2017
emphy,https://icobench.com/ico/emphy/,3.6,3.6,0,0,0,07 Oct 2017,05 Nov 2017
eos,https://icobench.com/ico/eos/,4.0,3.6,5.0,5.0,4.6,26 Jun 2017,11 Jun 2017
golem,https://icobench.com/ico/golem/,3.6,3.6,0,0,0,13 Nov 2016,13 Nov 2016
hdac,https://icobench.com/ico/hdac/,3.9,3.6,5.0,5.0,5.0,27 Nov 2017,22 Dec 2017
ibuildapp,https://icobench.com/ico/ibuildapp/,3.6,3.6,0,0,0,06 Nov 2017,26 Dec 2017
indicoin,https://icobench.com/ico/indicoin/,3.4,3.6,4.0,2.0,3.0,30 Sep 2017,01 Nov 2017
karma-international,https://icobench.com/ico/karma-international/,3.5,3.6,4.0,3.0,3.0,21 Oct 2017,31 Oct 2017
latium,https://icobench.com/ico/latium/,3.4,3.6,3.0,3.0,3.0,28 Nov 2017,28 Dec 2017
linkercoin,https://icobench.com/ico/linkercoin/,3.3,3.6,3.7,3.1,2.4,25 Nov 2017,31 Dec 2017
meetip,https://icobench.com/ico/meetip/,3.6,3.6,0,0,0,17 Nov 2017,15 Dec 2017
neblio,https://icobench.com/ico/neblio/,3.6,3.6,0,0,0,06 Aug 2017,20 Aug 2017
neo,https://icobench.com/ico/neo/,4.2,3.6,5.0,5.0,5.0,08 Aug 2017,07 Sep 2017
nova-blitz,https://icobench.com/ico/nova-blitz/,3.7,3.6,4.0,4.0,4.0,11 Dec 2017,10 Jan 2018
selfkey,https://icobench.com/ico/selfkey/,3.9,3.6,4.0,4.4,4.0,14 Jan 2018,14 Jan 2018
solar-dao,https://icobench.com/ico/solar-dao/,3.6,3.6,0,0,0,27 Jul 2017,06 Sep 2017
spankchain,https://icobench.com/ico/spankchain/,3.5,3.6,4.0,4.0,2.0,Unknown,30 Oct 2017
stox,https://icobench.com/ico/stox/,3.6,3.6,0,0,0,02 Aug 2017,04 Aug 2017
tap-project,https://icobench.com/ico/tap-project/,3.6,3.6,0,0,0,05 Nov 2017,05 Dec 2017
wala-financial-platform,https://icobench.com/ico/wala-financial-platform/,3.7,3.6,5.0,4.0,4.0,01 Dec 2017,11 Dec 2017
worldcore,https://icobench.com/ico/worldcore/,3.7,3.6,3.9,3.6,3.6,14 Oct 2017,15 Dec 2017
worldwide-asset-exchange,https://icobench.com/ico/worldwide-asset-exchange/,3.5,3.6,2.0,5.0,3.0,24 Oct 2017,29 Nov 2017
zloadr,https://icobench.com/ico/zloadr/,3.2,3.6,2.0,2.0,1.0,30 Sep 2017,31 Oct 2017
4new,https://icobench.com/ico/4new/,3.6,3.5,3.8,3.8,3.8,17 Oct 2017,15 Dec 2017
adshares,https://icobench.com/ico/adshares/,3.3,3.5,3.0,3.0,3.0,07 Jul 2017,12 Jan 2018
ahoolee,https://icobench.com/ico/ahoolee/,3.5,3.5,0,0,0,28 Aug 2017,11 Sep 2017
betmaster,https://icobench.com/ico/betmaster/,3.5,3.5,3.6,3.6,3.4,06 Sep 2017,31 Dec 2017
bftoken,https://icobench.com/ico/bftoken/,3.5,3.5,0,0,0,05 Dec 2017,01 Feb 2018
binary,https://icobench.com/ico/binary/,3.5,3.5,0,0,0,15 Nov 2017,25 Dec 2017
bitcoen,https://icobench.com/ico/bitcoen/,3.5,3.5,0,0,0,28 Nov 2017,26 Dec 2017
bopti,https://icobench.com/ico/bopti/,3.2,3.5,2.0,3.0,2.0,10 Nov 2017,10 Dec 2017
canya,https://icobench.com/ico/canya/,3.3,3.5,3.0,3.5,2.5,26 Nov 2017,26 Dec 2017
cash-poker-pro,https://icobench.com/ico/cash-poker-pro/,3.4,3.5,3.0,3.0,3.0,26 Oct 2017,26 Nov 2017
civic,https://icobench.com/ico/civic/,3.6,3.5,4.0,5.0,5.0,21 Jun 2017,22 Jun 2017
confideal,https://icobench.com/ico/confideal/,3.6,3.5,4.1,3.3,3.4,02 Nov 2017,22 Nov 2017
coss,https://icobench.com/ico/coss/,3.5,3.5,0,0,0,08 Aug 2017,06 Sep 2017
crypto-improvement-fund,https://icobench.com/ico/crypto-improvement-fund/,3.7,3.5,4.0,4.0,4.0,01 Oct 2017,01 Jan 2018
crystal-clear,https://icobench.com/ico/crystal-clear/,3.4,3.5,3.0,3.0,3.0,08 Sep 2017,08 Oct 2017
eloplay,https://icobench.com/ico/eloplay/,3.5,3.5,0,0,0,16 Oct 2017,15 Nov 2017
envion,https://icobench.com/ico/envion/,3.6,3.5,3.9,3.5,3.4,15 Dec 2017,14 Jan 2018
etherecash,https://icobench.com/ico/etherecash/,3.5,3.5,0,0,0,15 Nov 2017,12 Dec 2017
fiinu,https://icobench.com/ico/fiinu/,3.4,3.5,3.0,3.0,3.0,10 Nov 2017,09 Dec 2017
godzillion,https://icobench.com/ico/godzillion/,3.6,3.5,3.0,4.5,3.5,25 Aug 2017,24 Sep 2017
heartbout,https://icobench.com/ico/heartbout/,3.5,3.5,3.0,4.0,4.0,15 Dec 2017,31 Dec 2017
hellogold,https://icobench.com/ico/hellogold/,3.5,3.5,0,0,0,28 Aug 2017,02 Oct 2017
hubii-network,https://icobench.com/ico/hubii-network/,3.5,3.5,0,0,0,17 Aug 2017,31 Aug 2017
index-coin,https://icobench.com/ico/index-coin/,2.9,3.5,1.6,2.0,2.4,02 Oct 2017,31 Dec 2017
levelnet,https://icobench.com/ico/levelnet/,3.5,3.5,0,0,0,25 Nov 2017,25 Dec 2017
loci-coin,https://icobench.com/ico/loci-coin/,3.2,3.5,3.4,3.0,2.5,06 Dec 2017,31 Dec 2017
mindsports,https://icobench.com/ico/mindsports/,3.4,3.5,3.0,3.0,3.0,30 Nov 2017,31 Dec 2017
nimfamoney,https://icobench.com/ico/nimfamoney/,3.5,3.5,0,0,0,29 Aug 2017,30 Sep 2017
nimiq,https://icobench.com/ico/nimiq/,3.6,3.5,4.0,5.0,5.0,28 Jun 2017,08 Jul 2017
revain,https://icobench.com/ico/revain/,3.5,3.5,0,0,0,21 Aug 2017,04 Sep 2017
rivetz,https://icobench.com/ico/rivetz/,3.5,3.5,3.0,4.0,3.0,10 Aug 2017,10 Sep 2017
singularitynet,https://icobench.com/ico/singularitynet/,4.0,3.5,4.5,4.7,3.9,19 Dec 2017,19 Dec 2017
ties-network,https://icobench.com/ico/ties-network/,3.4,3.5,3.3,3.3,3.3,21 Sep 2017,26 Oct 2017
trippki,https://icobench.com/ico/trippki/,3.5,3.5,0,0,0,14 Nov 2017,28 Nov 2017
verif-y,https://icobench.com/ico/verif-y/,3.5,3.5,0,0,0,25 Oct 2017,30 Nov 2017
verifyunion,https://icobench.com/ico/verifyunion/,3.5,3.5,0,0,0,03 Oct 2017,03 Dec 2017
vezt,https://icobench.com/ico/vezt/,3.5,3.5,2.0,4.0,4.0,04 Nov 2017,03 Dec 2017
0x,https://icobench.com/ico/0x/,3.5,3.4,4.0,4.0,4.0,15 Aug 2017,15 Sep 2017
acebusters,https://icobench.com/ico/acebusters/,3.4,3.4,0,0,0,21 Sep 2017,21 Dec 2017
alloy,https://icobench.com/ico/alloy/,3.2,3.4,3.2,2.9,3.1,25 Nov 2017,25 Dec 2017
anryze,https://icobench.com/ico/anryze/,3.9,3.4,4.6,4.6,4.2,12 Sep 2017,12 Oct 2017
arker,https://icobench.com/ico/arker/,3.6,3.4,4.0,4.0,4.0,10 Nov 2017,30 Dec 2017
authenticid,https://icobench.com/ico/authenticid/,3.4,3.4,0,0,0,28 Nov 2017,24 Dec 2017
bancor,https://icobench.com/ico/bancor/,3.6,3.4,5.0,5.0,5.0,12 Jun 2017,12 Jun 2017
ccore,https://icobench.com/ico/ccore/,3.1,3.4,2.0,1.0,2.0,09 Nov 2017,30 Nov 2017
chrono-logic,https://icobench.com/ico/chrono-logic/,3.4,3.4,0,0,0,28 Aug 2017,04 Sep 2017
cybermiles,https://icobench.com/ico/cybermiles/,3.4,3.4,0,0,0,21 Nov 2017,21 Dec 2017
cybertrust,https://icobench.com/ico/cybertrust/,3.7,3.4,4.0,3.9,3.8,05 Dec 2017,05 Jan 2018
darfchain,https://icobench.com/ico/darfchain/,3.4,3.4,2.0,4.0,4.0,01 Nov 2017,23 Dec 2017
esr-wallet,https://icobench.com/ico/esr-wallet/,3.4,3.4,0,0,0,25 Sep 2017,09 Oct 2017
pillar,https://icobench.com/ico/pillar/,3.4,3.4,0,0,0,15 Jul 2017,17 Jul 2017
pluscoin-ico,https://icobench.com/ico/pluscoin-ico/,3.6,3.4,4.0,4.0,4.0,10 Sep 2017,31 Dec 2017
red-pulse,https://icobench.com/ico/red-pulse/,3.4,3.4,0,0,0,08 Oct 2017,08 Oct 2017
spheris,https://icobench.com/ico/spheris/,3.4,3.4,0,0,0,19 Sep 2017,19 Oct 2017
the-quantum-resistant-ledger,https://icobench.com/ico/the-quantum-resistant-ledger/,3.4,3.4,0,0,0,01 May 2017,24 May 2017
token-security-scheme,https://icobench.com/ico/token-security-scheme/,3.4,3.4,0,0,0,06 Nov 2017,06 Dec 2017
tokens-net,https://icobench.com/ico/tokens-net/,3.3,3.4,4.2,3.5,1.8,06 Nov 2017,26 Nov 2017
varcrypt,https://icobench.com/ico/varcrypt/,3.5,3.4,3.5,4.0,3.5,18 Dec 2017,14 Jan 2018
vuepay,https://icobench.com/ico/vuepay/,3.1,3.4,2.4,2.6,1.4,21 Oct 2017,20 Nov 2017
wolk,https://icobench.com/ico/wolk/,3.4,3.4,0,0,0,28 Aug 2017,09 Oct 2017
aeternity,https://icobench.com/ico/aeternity/,3.3,3.3,0,0,0,29 May 2017,19 Jun 2017
aml-bitcoin,https://icobench.com/ico/aml-bitcoin/,3.3,3.3,0,0,0,06 Oct 2017,15 Jan 2018
angel-token,https://icobench.com/ico/angel-token/,3.3,3.3,0,0,0,27 Nov 2017,19 Dec 2017
atrix,https://icobench.com/ico/atrix/,3.3,3.3,0,0,0,25 Nov 2017,20 Dec 2017
cromhub,https://icobench.com/ico/cromhub/,3.1,3.3,2.0,3.0,2.0,01 Dec 2017,14 Dec 2017
dao-playmarket-2-0,https://icobench.com/ico/dao-playmarket-2-0/,3.2,3.3,3.0,3.0,3.0,08 Nov 2017,08 Dec 2017
drac,https://icobench.com/ico/drac/,3.3,3.3,0,0,0,12 Dec 2017,17 Dec 2017
enjoy-life,https://icobench.com/ico/enjoy-life/,3.2,3.3,3.1,3.1,3.1,01 Dec 2017,15 Jan 2018
homni,https://icobench.com/ico/homni/,3.8,3.3,3.5,4.5,4.2,26 Nov 2017,26 Dec 2017
iconomi,https://icobench.com/ico/iconomi/,3.8,3.3,4.0,4.5,4.9,25 Aug 2016,29 Sep 2016
internxt,https://icobench.com/ico/internxt/,3.3,3.3,0,0,0,07 Sep 2017,28 Sep 2017
kin,https://icobench.com/ico/kin/,3.4,3.3,5.0,4.0,4.0,12 Sep 2017,26 Sep 2017
kybernetwork,https://icobench.com/ico/kybernetwork/,3.5,3.3,5.0,5.0,5.0,31 Aug 2017,15 Sep 2017
lockchain,https://icobench.com/ico/lockchain/,3.3,3.3,0,0,0,29 Oct 2017,01 Dec 2017
maecenas,https://icobench.com/ico/maecenas/,3.3,3.3,0,0,0,07 Sep 2017,08 Oct 2017
matchpool,https://icobench.com/ico/matchpool/,3.3,3.3,3.0,4.0,4.0,02 Apr 2017,04 Apr 2017
matryx,https://icobench.com/ico/matryx/,3.3,3.3,0,0,0,13 Sep 2017,12 Oct 2017
monster-byte,https://icobench.com/ico/monster-byte/,3.3,3.3,0,0,0,06 Jul 2017,04 Aug 2017
mysterium,https://icobench.com/ico/mysterium/,3.3,3.3,0,0,0,30 May 2017,30 May 2017
po-et,https://icobench.com/ico/po-et/,3.3,3.3,3.0,3.0,4.0,08 Aug 2017,05 Sep 2017
royal-kingdom-coin,https://icobench.com/ico/royal-kingdom-coin/,3.3,3.3,0,0,0,10 Jul 2017,11 Aug 2017
scriptdrop,https://icobench.com/ico/scriptdrop/,3.3,3.3,2.0,4.0,4.0,01 Nov 2017,14 Nov 2017
selfpay,https://icobench.com/ico/selfpay/,3.1,3.3,1.0,3.0,3.0,03 Oct 2017,03 Nov 2017
sinergia-blockchain,https://icobench.com/ico/sinergia-blockchain/,3.6,3.3,4.5,4.0,3.5,08 Nov 2017,29 Nov 2017
sisa,https://icobench.com/ico/sisa/,3.4,3.3,3.0,4.0,4.0,20 Nov 2017,20 Dec 2017
wings,https://icobench.com/ico/wings/,3.6,3.3,4.5,5.0,5.0,18 Nov 2016,06 Jan 2017
wireline,https://icobench.com/ico/wireline/,3.3,3.3,0,0,0,23 Oct 2017,23 Nov 2017
xchainge,https://icobench.com/ico/xchainge/,3.1,3.3,3.7,2.2,3.0,05 Dec 2017,30 Dec 2017
zabercoin,https://icobench.com/ico/zabercoin/,3.5,3.3,4.0,4.0,4.0,01 Dec 2017,16 Jan 2018
ample-coin,https://icobench.com/ico/ample-coin/,3.6,3.1,5.0,4.5,3.0,15 Dec 2017,15 Jan 2018
artis-turba,https://icobench.com/ico/artis-turba/,3.3,3.1,4.0,4.0,4.0,29 Nov 2017,10 Jan 2018
atb-coin,https://icobench.com/ico/atb-coin/,3.1,3.1,0,0,0,12 Jul 2017,01 Sep 2017
athena,https://icobench.com/ico/athena/,3.1,3.1,0,0,0,12 Oct 2017,29 Nov 2017
authorship,https://icobench.com/ico/authorship/,3.1,3.1,0,0,0,15 Aug 2017,14 Sep 2017
bitmart,https://icobench.com/ico/bitmart/,3.3,3.1,4.0,4.0,4.0,27 Dec 2017,15 Jan 2018
bitproperty,https://icobench.com/ico/bitproperty/,3.1,3.1,0,0,0,15 Oct 2017,15 Nov 2017
charg-coin,https://icobench.com/ico/charg-coin/,2.9,3.1,2.0,3.4,2.6,15 Nov 2017,31 Dec 2017
corion-platform,https://icobench.com/ico/corion-platform/,3.1,3.1,0,0,0,18 Jul 2017,27 Aug 2017
crypto-trust-network,https://icobench.com/ico/crypto-trust-network/,3.3,3.1,3.0,4.5,3.5,22 Dec 2017,22 Jan 2018
dent,https://icobench.com/ico/dent/,3.1,3.1,0,0,0,12 Jul 2017,26 Jul 2017
dragonchain,https://icobench.com/ico/dragonchain/,3.1,3.1,0,0,0,02 Oct 2017,02 Nov 2017
encrypgen,https://icobench.com/ico/encrypgen/,3.3,3.1,4.0,5.0,2.0,01 Jun 2017,18 Jul 2017
honestis-network,https://icobench.com/ico/honestis-network/,3.1,3.1,0,0,0,15 Sep 2017,15 Dec 2017
keeppet,https://icobench.com/ico/keeppet/,3.2,3.1,2.0,5.0,3.0,31 Dec 2017,15 Jan 2018
librium,https://icobench.com/ico/librium/,3.1,3.1,0,0,0,23 Oct 2017,07 Nov 2017
litra,https://icobench.com/ico/litra/,3.1,3.1,0,0,0,30 Aug 2017,30 Sep 2017
minex,https://icobench.com/ico/minex/,3.1,3.1,0,0,0,15 May 2017,13 Jun 2017
modulum,https://icobench.com/ico/modulum/,3.1,3.1,0,0,0,22 Nov 2017,13 Dec 2017
nau,https://icobench.com/ico/nau/,3.6,3.1,5.0,5.0,5.0,29 Nov 2017,29 Dec 2017
notary,https://icobench.com/ico/notary/,3.1,3.1,3.0,4.0,3.0,10 Oct 2017,17 Oct 2017
optonium,https://icobench.com/ico/optonium/,3.0,3.1,4.0,2.0,2.0,25 Dec 2017,15 Jan 2018
oracles-network,https://icobench.com/ico/oracles-network/,3.1,3.1,0,0,0,17 Nov 2017,17 Nov 2017
patientory,https://icobench.com/ico/patientory/,3.1,3.1,0,0,0,31 May 2017,03 Jun 2017
paytailor,https://icobench.com/ico/paytailor/,3.3,3.1,3.5,3.5,4.0,20 Nov 2017,20 Dec 2017
props,https://icobench.com/ico/props/,3.1,3.1,0,0,0,11 Dec 2017,21 Dec 2017
quantum,https://icobench.com/ico/quantum/,3.1,3.1,0,0,0,15 Apr 2017,15 May 2017
styras,https://icobench.com/ico/styras/,3.1,3.1,0,0,0,28 Nov 2017,30 Dec 2017
vector,https://icobench.com/ico/vector/,2.5,3.1,2.2,2.4,1.8,08 Dec 2017,31 Dec 2017
votes,https://icobench.com/ico/votes/,3.1,3.1,0,0,0,03 Oct 2017,03 Nov 2017
vr-platform-oko,https://icobench.com/ico/vr-platform-oko/,3.1,3.1,0,0,0,14 Dec 2017,14 Jan 2018
webcoin,https://icobench.com/ico/webcoin/,2.8,3.1,2.0,3.0,2.2,01 Oct 2017,31 Dec 2017
wishfinance,https://icobench.com/ico/wishfinance/,3.0,3.1,1.6,3.6,3.3,06 Nov 2017,07 Dec 2017
wordcoin,https://icobench.com/ico/wordcoin/,2.6,3.1,2.1,1.5,2.3,10 Oct 2017,07 Nov 2017
zipper,https://icobench.com/ico/zipper/,3.3,3.1,3.5,4.0,3.5,30 Nov 2017,04 Jan 2018
aphelion,https://icobench.com/ico/aphelion/,3.0,3.0,0,0,0,15 Nov 2017,07 Dec 2017
asset-token,https://icobench.com/ico/asset-token/,2.8,3.0,2.7,2.8,2.4,19 Sep 2017,01 Jan 2018
autonio,https://icobench.com/ico/autonio/,3.0,3.0,0,0,0,22 Sep 2017,22 Oct 2017
bitplus-network,https://icobench.com/ico/bitplus-network/,3.0,3.0,3.0,3.0,3.0,01 Nov 2017,02 Jan 2018
bitquence,https://icobench.com/ico/bitquence/,3.0,3.0,0,0,0,28 Jun 2017,16 Jul 2017
cryptocopy,https://icobench.com/ico/cryptocopy/,2.6,3.0,2.0,3.0,1.7,11 Nov 2017,25 Dec 2017
crypviser,https://icobench.com/ico/crypviser/,3.0,3.0,0,0,0,20 May 2017,30 Jun 2017
disledger,https://icobench.com/ico/disledger/,3.0,3.0,0,0,0,01 Sep 2017,31 Oct 2017
foreground,https://icobench.com/ico/foreground/,3.0,3.0,0,0,0,28 Nov 2017,19 Dec 2017
galactikka,https://icobench.com/ico/galactikka/,2.9,3.0,2.0,2.0,2.0,09 Oct 2017,09 Nov 2017
gazecoin,https://icobench.com/ico/gazecoin/,3.0,3.0,0,0,0,10 Dec 2017,21 Dec 2017
hipe,https://icobench.com/ico/hipe/,2.7,3.0,2.0,2.2,1.0,08 Nov 2017,30 Nov 2017
integrative-wallet-token,https://icobench.com/ico/integrative-wallet-token/,3.0,3.0,0,0,0,31 Aug 2017,28 Sep 2017
kredx,https://icobench.com/ico/kredx/,3.1,3.0,3.0,4.0,3.0,03 Oct 2017,03 Jan 2018
leverj,https://icobench.com/ico/leverj/,3.0,3.0,0,0,0,07 Nov 2017,07 Dec 2017
lunyr,https://icobench.com/ico/lunyr/,3.2,3.0,5.0,5.0,5.0,29 Mar 2017,28 Apr 2017
metal,https://icobench.com/ico/metal/,3.2,3.0,5.0,5.0,5.0,09 Jun 2017,09 Jun 2017
monaco,https://icobench.com/ico/monaco/,3.0,3.0,0,0,0,18 May 2017,18 Jun 2017
nametoken,https://icobench.com/ico/nametoken/,3.0,3.0,0,0,0,02 Aug 2017,30 Sep 2017
polybius,https://icobench.com/ico/polybius/,3.1,3.0,4.0,4.0,4.0,31 May 2017,30 Jun 2017
presearch,https://icobench.com/ico/presearch/,3.0,3.0,0,0,0,25 Jul 2017,31 Oct 2017
primalbase,https://icobench.com/ico/primalbase/,3.0,3.0,0,0,0,27 Jun 2017,28 Jun 2017
reality-clash,https://icobench.com/ico/reality-clash/,3.0,3.0,0,0,0,29 Aug 2017,29 Sep 2017
reidao,https://icobench.com/ico/reidao/,2.8,3.0,3.0,2.0,2.0,02 Oct 2017,27 Oct 2017
ripio-credit-network,https://icobench.com/ico/ripio-credit-network/,3.0,3.0,0,0,0,17 Oct 2017,12 Nov 2017
robo-advisor-coin,https://icobench.com/ico/robo-advisor-coin/,3.2,3.0,5.0,3.0,3.0,24 Nov 2017,24 Dec 2017
saavcoin,https://icobench.com/ico/saavcoin/,3.2,3.0,4.0,2.0,5.0,22 Oct 2017,23 Dec 2017
sga-consulting,https://icobench.com/ico/sga-consulting/,3.0,3.0,0,0,0,21 Sep 2017,20 Nov 2017
spaceico,https://icobench.com/ico/spaceico/,3.0,3.0,0,0,0,15 Oct 2017,15 Nov 2017
spacoin,https://icobench.com/ico/spacoin/,3.0,3.0,0,0,0,12 Dec 2017,25 Dec 2017
stockbet,https://icobench.com/ico/stockbet/,3.3,3.0,4.0,4.0,4.0,29 Oct 2017,31 Dec 2017
stuffgogo,https://icobench.com/ico/stuffgogo/,3.0,3.0,0,0,0,12 Aug 2017,08 Sep 2017
time-new-bank,https://icobench.com/ico/time-new-bank/,3.0,3.0,0,0,0,18 Nov 2017,23 Nov 2017
tio-tour-guides,https://icobench.com/ico/tio-tour-guides/,3.0,3.0,0,0,0,29 Aug 2017,25 Sep 2017
trackr,https://icobench.com/ico/trackr/,3.0,3.0,0,0,0,16 Aug 2017,15 Sep 2017
transmission,https://icobench.com/ico/transmission/,3.1,3.0,4.0,4.0,4.0,30 Aug 2017,19 Sep 2017
tripally,https://icobench.com/ico/tripally/,3.0,3.0,0,0,0,18 Oct 2017,30 Nov 2017
uptoken,https://icobench.com/ico/uptoken/,3.0,3.0,0,0,0,16 Oct 2017,15 Dec 2017
valus,https://icobench.com/ico/valus/,3.1,3.0,3.5,3.2,2.9,13 Oct 2017,29 Oct 2017
wiseplat,https://icobench.com/ico/wiseplat/,3.0,3.0,0,0,0,25 Nov 2017,31 Dec 2017
ankorus,https://icobench.com/ico/ankorus/,2.9,2.9,0,0,0,25 Nov 2017,25 Dec 2017
artex,https://icobench.com/ico/artex/,3.1,2.9,3.0,5.0,3.0,05 Dec 2017,24 Dec 2017
beeqb,https://icobench.com/ico/beeqb/,3.2,2.9,4.0,3.5,3.5,29 Nov 2017,29 Dec 2017
beone,https://icobench.com/ico/beone/,2.5,2.9,1.0,2.0,2.0,07 Sep 2017,07 Oct 2017
bibox,https://icobench.com/ico/bibox/,2.9,2.9,0,0,0,01 Oct 2017,31 Oct 2017
bico,https://icobench.com/ico/bico/,1.9,2.9,1.0,1.0,1.0,20 Oct 2017,20 Dec 2017
bowhead-health,https://icobench.com/ico/bowhead-health/,2.6,2.9,2.0,1.0,1.0,17 Jul 2017,31 Aug 2017
chex,https://icobench.com/ico/chex/,2.9,2.9,0,0,0,25 Aug 2017,24 Oct 2017
chronobank,https://icobench.com/ico/chronobank/,2.9,2.9,0,0,0,15 Dec 2016,15 Feb 2017
digmus,https://icobench.com/ico/digmus/,3.0,2.9,2.0,5.0,3.0,24 Nov 2017,24 Dec 2017
duber,https://icobench.com/ico/duber/,2.9,2.9,2.0,4.0,3.0,05 Dec 2017,19 Jan 2018
ethbits,https://icobench.com/ico/ethbits/,3.1,2.9,3.0,3.0,5.0,15 Apr 2017,13 May 2017
follow-coin,https://icobench.com/ico/follow-coin/,2.9,2.9,0,0,0,27 Oct 2017,24 Nov 2017
gilgam,https://icobench.com/ico/gilgam/,2.6,2.9,2.0,2.0,2.0,20 Jun 2017,20 Jul 2017
hometoken,https://icobench.com/ico/hometoken/,2.7,2.9,2.0,2.0,1.0,01 Oct 2017,31 Oct 2017
human-discovery-platform,https://icobench.com/ico/human-discovery-platform/,2.9,2.9,0,0,0,22 Nov 2017,07 Dec 2017
impak-coin,https://icobench.com/ico/impak-coin/,2.9,2.9,0,0,0,21 Aug 2017,20 Sep 2017
melonport,https://icobench.com/ico/melonport/,2.9,2.9,0,0,0,15 Feb 2017,16 Feb 2017
multibot,https://icobench.com/ico/multibot/,2.8,2.9,2.0,3.0,2.0,20 Oct 2017,26 Nov 2017
neuroseed,https://icobench.com/ico/neuroseed/,3.2,2.9,5.0,5.0,5.0,22 Oct 2017,22 Nov 2017
payfair,https://icobench.com/ico/payfair/,2.9,2.9,0,0,0,01 Nov 2017,30 Nov 2017
science-blockchain,https://icobench.com/ico/science-blockchain/,2.9,2.9,0,0,0,09 Oct 2017,09 Nov 2017
statercoin,https://icobench.com/ico/statercoin/,2.9,2.9,0,0,0,14 Oct 2017,14 Nov 2017
storj,https://icobench.com/ico/storj/,2.9,2.9,0,0,0,19 May 2017,25 May 2017
streamr,https://icobench.com/ico/streamr/,2.9,2.9,0,0,0,06 Oct 2017,26 Oct 2017
suretly,https://icobench.com/ico/suretly/,2.9,2.9,0,0,0,11 Jul 2017,11 Aug 2017
vacuum,https://icobench.com/ico/vacuum/,2.9,2.9,0,0,0,24 Oct 2017,24 Nov 2017
vectorspace,https://icobench.com/ico/vectorspace/,2.9,2.9,0,0,0,09 Nov 2017,25 Dec 2017
ventana,https://icobench.com/ico/ventana/,2.9,2.9,0,0,0,14 Aug 2017,11 Sep 2017
zempa,https://icobench.com/ico/zempa/,2.9,2.9,0,0,0,31 Oct 2017,30 Nov 2017
