name,link,rating,ico_profile,team,vision,product,start,end
cfrs,https://icobench.com/ico/cfrs/,0.9,0.9,0,0,0,Unknown,Unknown
codetract,https://icobench.com/ico/codetract/,0.9,0.9,0,0,0,Unknown,Unknown
metagame,https://icobench.com/ico/metagame/,0.9,0.9,0,0,0,Unknown,Unknown
netcents,https://icobench.com/ico/netcents/,1.0,0.9,1.0,2.0,1.0,Unknown,Unknown
gratuity,https://icobench.com/ico/gratuity/,0.8,0.8,0,0,0,01 Dec 2017,Unknown
izac,https://icobench.com/ico/izac/,0.8,0.8,0,0,0,Unknown,Unknown
tourcoin,https://icobench.com/ico/tourcoin/,0.8,0.8,0,0,0,01 Dec 2017,Unknown
crucoins,https://icobench.com/ico/crucoins/,0.8,0.6,1.0,1.0,1.6,Unknown,Unknown
ic3-cubes,https://icobench.com/ico/ic3-cubes/,0.6,0.6,0,0,0,Unknown,Unknown
credits-energy,https://icobench.com/ico/credits-energy/,0.8,0.5,1.0,1.0,1.0,Unknown,Unknown
unibit,https://icobench.com/ico/unibit/,1.0,0.4,1.6,2.0,1.6,Unknown,Unknown
aeropoisk,https://icobench.com/ico/aeropoisk/,0.3,0.3,0,0,0,Unknown,Unknown
covalent-coin,https://icobench.com/ico/covalent-coin/,0.9,0.3,5.0,5.0,4.0,Unknown,Unknown
dimensions-network,https://icobench.com/ico/dimensions-network/,1.3,0.3,3.1,2.6,2.6,Unknown,Unknown
exmr,https://icobench.com/ico/exmr/,0.4,0.3,1.0,1.0,1.0,Unknown,Unknown
git-money,https://icobench.com/ico/git-money/,0.6,0.1,1.2,1.6,1.1,Unknown,Unknown
bitnatura,https://icobench.com/ico/bitnatura/,0.8,0.0,2.0,2.5,2.0,Unknown,Unknown
charitize-click,https://icobench.com/ico/charitize-click/,1.2,0.0,3.1,4.4,3.4,Unknown,Unknown
inkchain,https://icobench.com/ico/inkchain/,0.5,0.0,1.0,1.0,1.0,Unknown,Unknown
mfv,https://icobench.com/ico/mfv/,1.9,0.0,3.1,4.4,4.1,Unknown,Unknown
ambrosus,https://icobench.com/ico/ambrosus/,3.8,5.0,3.7,3.1,2.7,22 Sep 2017,22 Oct 2017
cobinhood,https://icobench.com/ico/cobinhood/,4.1,5.0,3.2,4.0,4.0,13 Sep 2017,22 Oct 2017
ins,https://icobench.com/ico/ins/,4.0,5.0,4.5,3.9,3.4,04 Dec 2017,25 Dec 2017
latoken,https://icobench.com/ico/latoken/,4.4,5.0,4.3,4.3,4.0,22 Aug 2017,10 Oct 2017
sportyfi,https://icobench.com/ico/sportyfi/,4.1,5.0,4.1,3.6,3.0,21 Nov 2017,08 Dec 2017
appcoins,https://icobench.com/ico/appcoins/,4.0,4.9,4.1,3.9,3.3,13 Dec 2017,20 Dec 2017
bankex,https://icobench.com/ico/bankex/,4.0,4.9,4.1,3.6,3.4,28 Nov 2017,28 Dec 2017
crowdholding,https://icobench.com/ico/crowdholding/,3.3,4.9,3.6,3.0,2.6,01 Nov 2017,11 Jan 2018
domraider,https://icobench.com/ico/domraider/,4.2,4.9,3.5,4.2,3.7,12 Sep 2017,09 Oct 2017
gifto,https://icobench.com/ico/gifto/,4.8,4.9,4.6,4.9,4.8,14 Dec 2017,14 Dec 2017
hedge,https://icobench.com/ico/hedge/,4.7,4.9,4.0,4.0,4.0,15 Sep 2017,15 Oct 2017
mobius-network,https://icobench.com/ico/mobius-network/,4.0,4.9,2.8,4.5,3.0,22 Nov 2017,18 Jan 2018
mywish,https://icobench.com/ico/mywish/,3.9,4.9,3.4,3.8,3.5,25 Oct 2017,25 Nov 2017
power-ledger,https://icobench.com/ico/power-ledger/,4.1,4.9,3.0,3.0,3.0,08 Sep 2017,06 Oct 2017
simple-token,https://icobench.com/ico/simple-token/,3.9,4.9,3.4,2.7,2.3,14 Nov 2017,01 Dec 2017
sirin-labs,https://icobench.com/ico/sirin-labs/,3.8,4.9,4.0,3.7,2.9,12 Dec 2017,26 Dec 2017
snovio,https://icobench.com/ico/snovio/,4.0,4.9,3.9,3.5,3.2,30 Oct 2017,30 Nov 2017
tenx,https://icobench.com/ico/tenx/,4.3,4.9,3.4,3.6,2.8,24 Jun 2017,24 Jun 2017
atlant,https://icobench.com/ico/atlant/,4.3,4.8,4.3,4.2,3.8,07 Sep 2017,01 Nov 2017
bitboost,https://icobench.com/ico/bitboost/,4.1,4.8,3.3,2.6,3.3,10 Oct 2017,04 Nov 2017
change-bank,https://icobench.com/ico/change-bank/,4.0,4.8,4.0,3.4,3.3,16 Sep 2017,16 Oct 2017
cindicator,https://icobench.com/ico/cindicator/,4.2,4.8,3.8,3.7,3.6,12 Sep 2017,12 Oct 2017
clout,https://icobench.com/ico/clout/,3.3,4.8,3.4,2.9,2.1,17 Nov 2017,17 Dec 2017
crypterium,https://icobench.com/ico/crypterium/,3.8,4.8,3.7,3.7,3.4,31 Oct 2017,14 Jan 2018
dmarket,https://icobench.com/ico/dmarket/,4.1,4.8,4.1,4.3,3.6,14 Nov 2017,01 Dec 2017
dropdeck,https://icobench.com/ico/dropdeck/,4.3,4.8,3.7,3.4,4.3,21 Nov 2017,21 Dec 2017
ezpos,https://icobench.com/ico/ezpos/,4.4,4.8,4.3,4.6,4.2,01 Jan 2018,13 Jan 2018
gladius,https://icobench.com/ico/gladius/,4.2,4.8,4.2,4.3,3.7,24 Nov 2017,31 Dec 2017
insurepal,https://icobench.com/ico/insurepal/,4.0,4.8,4.5,4.1,3.2,16 Jan 2018,16 Jan 2018
lampix,https://icobench.com/ico/lampix/,4.8,4.8,0,0,0,09 Aug 2017,18 Aug 2017
lordmancer-ii,https://icobench.com/ico/lordmancer-ii/,4.2,4.8,3.7,3.7,3.5,07 Nov 2017,20 Dec 2017
micromoney,https://icobench.com/ico/micromoney/,4.0,4.8,4.0,3.7,3.7,18 Oct 2017,18 Nov 2017
naga,https://icobench.com/ico/naga/,4.1,4.8,4.5,3.6,3.6,01 Dec 2017,15 Dec 2017
publica,https://icobench.com/ico/publica/,4.3,4.8,4.8,4.0,3.3,01 Nov 2017,16 Nov 2017
thekey,https://icobench.com/ico/thekey/,3.8,4.8,3.5,3.8,3.4,15 Jan 2018,15 Jan 2018
viberate,https://icobench.com/ico/viberate/,4.5,4.8,4.6,4.2,4.1,05 Sep 2017,05 Sep 2017
aeron,https://icobench.com/ico/aeron/,4.0,4.6,3.8,4.1,3.2,19 Sep 2017,30 Oct 2017
airtoken,https://icobench.com/ico/airtoken/,4.3,4.6,4.3,4.3,3.7,19 Sep 2017,19 Oct 2017
auctus,https://icobench.com/ico/auctus/,3.8,4.6,3.8,3.5,2.9,14 Nov 2017,28 Nov 2017
blackmoon,https://icobench.com/ico/blackmoon/,3.3,4.6,2.6,2.1,1.6,12 Sep 2017,12 Oct 2017
crypto20,https://icobench.com/ico/crypto20/,4.3,4.6,4.3,4.2,3.8,16 Oct 2017,30 Nov 2017
dreamteam,https://icobench.com/ico/dreamteam/,3.9,4.6,3.9,3.7,3.6,11 Dec 2017,15 Dec 2017
enjin-coin,https://icobench.com/ico/enjin-coin/,4.5,4.6,4.5,4.5,4.3,03 Oct 2017,31 Oct 2017
ethlend,https://icobench.com/ico/ethlend/,4.3,4.6,4.2,4.4,4.1,25 Nov 2017,30 Nov 2017
investy,https://icobench.com/ico/investy/,4.0,4.6,4.0,2.6,3.6,24 Nov 2017,23 Dec 2017
jibrel-network,https://icobench.com/ico/jibrel-network/,4.5,4.6,4.5,4.6,4.3,27 Nov 2017,01 Jan 2018
medibloc,https://icobench.com/ico/medibloc/,3.6,4.6,2.7,3.2,2.7,27 Nov 2017,15 Dec 2017
nebulas,https://icobench.com/ico/nebulas/,4.6,4.6,0,0,0,08 Dec 2017,16 Dec 2017
obsidian,https://icobench.com/ico/obsidian/,4.6,4.6,0,0,0,12 Aug 2017,26 Aug 2017
qash-by-quoine,https://icobench.com/ico/qash-by-quoine/,4.2,4.6,4.0,2.0,2.0,06 Nov 2017,08 Nov 2017
request-network,https://icobench.com/ico/request-network/,4.6,4.6,5.0,5.0,5.0,13 Oct 2017,17 Oct 2017
social,https://icobench.com/ico/social/,4.0,4.6,2.0,3.0,3.0,17 Aug 2017,15 Sep 2017
utrust,https://icobench.com/ico/utrust/,4.2,4.6,4.3,3.9,4.1,02 Nov 2017,20 Nov 2017
aigang,https://icobench.com/ico/aigang/,3.9,4.5,3.6,3.5,3.1,15 Nov 2017,15 Dec 2017
anacoin,https://icobench.com/ico/anacoin/,3.7,4.5,3.6,3.4,2.9,20 Nov 2017,04 Dec 2017
bitdegree,https://icobench.com/ico/bitdegree/,4.0,4.5,4.0,3.7,3.6,01 Dec 2017,29 Dec 2017
bonpay,https://icobench.com/ico/bonpay/,4.1,4.5,3.0,3.0,3.0,31 Oct 2017,28 Nov 2017
gnosis,https://icobench.com/ico/gnosis/,4.5,4.5,5.0,5.0,2.0,24 Apr 2017,24 Apr 2017
hacken,https://icobench.com/ico/hacken/,4.0,4.5,3.7,3.9,3.8,31 Oct 2017,30 Nov 2017
hive-project,https://icobench.com/ico/hive-project/,4.5,4.5,3.0,3.0,3.0,03 Jul 2017,14 Aug 2017
kickico,https://icobench.com/ico/kickico/,4.4,4.5,4.2,4.4,4.3,29 Aug 2017,16 Sep 2017
monetha,https://icobench.com/ico/monetha/,3.9,4.5,3.3,3.9,3.4,31 Aug 2017,31 Aug 2017
origintrail,https://icobench.com/ico/origintrail/,3.6,4.5,3.9,3.6,2.8,15 Jan 2018,17 Jan 2018
realisto,https://icobench.com/ico/realisto/,4.2,4.5,3.6,3.5,4.4,25 Nov 2017,25 Dec 2017
robomed-network,https://icobench.com/ico/robomed-network/,3.5,4.5,2.9,2.6,2.9,25 Oct 2017,15 Dec 2017
sether,https://icobench.com/ico/sether/,4.0,4.5,4.0,4.4,3.3,15 Jan 2018,15 Jan 2018
sola,https://icobench.com/ico/sola/,4.4,4.5,3.6,4.6,4.6,27 Nov 2017,22 Dec 2017
soma,https://icobench.com/ico/soma/,4.0,4.5,4.0,3.0,3.6,27 Sep 2017,14 Nov 2017
starbase,https://icobench.com/ico/starbase/,3.8,4.5,3.3,2.3,2.3,09 Nov 2017,24 Nov 2017
suncontract,https://icobench.com/ico/suncontract/,4.1,4.5,3.9,3.0,2.6,28 Jun 2017,01 Aug 2017
swissborg,https://icobench.com/ico/swissborg/,3.7,4.5,3.9,3.7,3.1,07 Dec 2017,10 Jan 2018
titanium-blockchain-infrastructure-services,https://icobench.com/ico/titanium-blockchain-infrastructure-services/,4.3,4.5,4.3,4.3,3.9,01 Jan 2017,18 Jan 2018
tokenbox,https://icobench.com/ico/tokenbox/,4.0,4.5,3.0,3.6,3.0,14 Nov 2017,28 Nov 2017
tokenpay,https://icobench.com/ico/tokenpay/,3.7,4.5,3.7,3.4,2.9,07 Dec 2017,17 Jan 2018
trade-io,https://icobench.com/ico/trade-io/,3.7,4.5,4.2,3.1,3.0,07 Dec 2017,04 Jan 2018
adbank,https://icobench.com/ico/adbank/,3.5,4.4,3.0,3.4,2.8,15 Dec 2017,21 Jan 2018
bitjob,https://icobench.com/ico/bitjob/,3.8,4.4,3.0,1.0,3.0,12 Sep 2017,13 Oct 2017
brickblock,https://icobench.com/ico/brickblock/,3.9,4.4,3.6,3.9,3.4,11 Oct 2017,08 Nov 2017
climatecoin,https://icobench.com/ico/climatecoin/,4.2,4.4,4.7,4.1,3.6,01 Dec 2017,01 Jan 2018
covesting,https://icobench.com/ico/covesting/,3.4,4.4,3.6,3.3,2.6,24 Nov 2017,15 Jan 2018
decentralized-escrow,https://icobench.com/ico/decentralized-escrow/,4.2,4.4,3.9,4.3,4.4,29 Nov 2017,27 Dec 2017
eidoo,https://icobench.com/ico/eidoo/,4.6,4.4,4.6,5.0,5.0,04 Oct 2017,16 Oct 2017
electroneum,https://icobench.com/ico/electroneum/,4.1,4.4,4.2,3.9,3.3,14 Sep 2017,20 Oct 2017
eventchain,https://icobench.com/ico/eventchain/,3.9,4.4,3.5,3.9,3.2,13 Sep 2017,14 Oct 2017
global-jobcoin,https://icobench.com/ico/global-jobcoin/,3.9,4.4,3.5,3.9,3.5,28 Oct 2017,06 Dec 2017
goal-bonanza,https://icobench.com/ico/goal-bonanza/,3.7,4.4,3.3,2.5,2.9,16 Nov 2017,16 Dec 2017
goldmint,https://icobench.com/ico/goldmint/,3.2,4.4,3.2,3.0,2.5,20 Sep 2017,11 Nov 2017
hero,https://icobench.com/ico/hero/,4.1,4.4,4.2,3.4,3.4,14 Sep 2017,14 Oct 2017
horizon-state,https://icobench.com/ico/horizon-state/,4.2,4.4,4.0,3.7,4.3,16 Oct 2017,30 Oct 2017
hut34-project,https://icobench.com/ico/hut34-project/,3.9,4.4,3.7,3.0,3.1,02 Nov 2017,07 Dec 2017
icos,https://icobench.com/ico/icos/,4.2,4.4,4.1,4.1,3.7,15 Aug 2017,15 Sep 2017
indahash,https://icobench.com/ico/indahash/,4.0,4.4,3.8,3.9,3.9,29 Nov 2017,20 Dec 2017
openanx,https://icobench.com/ico/openanx/,4.2,4.4,4.0,4.0,4.0,22 Jun 2017,21 Jul 2017
paycent,https://icobench.com/ico/paycent/,4.0,4.4,3.0,3.0,3.0,02 Nov 2017,30 Nov 2017
playkey,https://icobench.com/ico/playkey/,3.8,4.4,2.8,3.6,3.2,01 Nov 2017,01 Dec 2017
rockchain,https://icobench.com/ico/rockchain/,4.1,4.4,3.9,3.4,4.5,01 Nov 2017,01 Dec 2017
smartone,https://icobench.com/ico/smartone/,3.6,4.4,3.2,3.0,2.5,30 Oct 2017,30 Nov 2017
tokenlab,https://icobench.com/ico/tokenlab/,4.1,4.4,3.6,3.6,4.0,14 Sep 2017,30 Nov 2017
wetrust,https://icobench.com/ico/wetrust/,4.4,4.4,4.0,4.0,4.0,02 Mar 2017,14 Apr 2017
zonto,https://icobench.com/ico/zonto/,3.9,4.4,3.7,2.7,3.0,12 Sep 2017,12 Oct 2017
1world,https://icobench.com/ico/1world/,4.0,4.3,2.6,4.0,3.6,05 Oct 2017,06 Nov 2017
afterschool,https://icobench.com/ico/afterschool/,4.4,4.3,5.0,5.0,4.0,26 Sep 2017,26 Oct 2017
bitclave,https://icobench.com/ico/bitclave/,3.9,4.3,4.0,3.1,2.3,29 Nov 2017,29 Nov 2017
datum,https://icobench.com/ico/datum/,3.5,4.3,3.0,2.5,2.0,29 Oct 2017,29 Nov 2017
decentraland,https://icobench.com/ico/decentraland/,4.3,4.3,0,0,0,08 Aug 2017,08 Aug 2017
dentacoin,https://icobench.com/ico/dentacoin/,4.1,4.3,4.0,3.7,3.6,01 Oct 2017,01 Nov 2017
e-chat,https://icobench.com/ico/e-chat/,3.8,4.3,3.2,3.7,3.2,16 Nov 2017,15 Jan 2018
farmatrust,https://icobench.com/ico/farmatrust/,4.4,4.3,4.6,4.3,4.2,15 Dec 2017,15 Jan 2018
fund-yourself-now,https://icobench.com/ico/fund-yourself-now/,3.4,4.3,3.0,2.0,2.0,13 Jun 2017,31 Jul 2017
gimli,https://icobench.com/ico/gimli/,3.8,4.3,4.0,3.0,3.4,16 Sep 2017,20 Oct 2017
icon,https://icobench.com/ico/icon/,4.3,4.3,4.2,4.2,3.8,22 Sep 2017,22 Sep 2017
mybit,https://icobench.com/ico/mybit/,4.3,4.3,0,0,0,17 Jul 2017,16 Aug 2017
omisego,https://icobench.com/ico/omisego/,4.4,4.3,5.0,5.0,5.0,23 Jun 2017,23 Jul 2017
propy,https://icobench.com/ico/propy/,4.3,4.3,0,0,0,15 Aug 2017,15 Sep 2017
rega,https://icobench.com/ico/rega/,4.0,4.3,3.9,3.8,3.8,15 Oct 2017,25 Dec 2017
sophiatx,https://icobench.com/ico/sophiatx/,4.3,4.3,0,0,0,07 Dec 2017,17 Dec 2017
spectre,https://icobench.com/ico/spectre/,3.5,4.3,3.6,2.6,2.6,17 Nov 2017,10 Dec 2017
stex,https://icobench.com/ico/stex/,4.3,4.3,0,0,0,25 Nov 2017,10 Dec 2017
tokenstars-ace,https://icobench.com/ico/tokenstars-ace/,3.3,4.3,2.4,2.1,2.0,10 Sep 2017,31 Oct 2017
true-flip,https://icobench.com/ico/true-flip/,4.2,4.3,4.0,4.0,3.0,28 Jun 2017,29 Jul 2017
astrcoin,https://icobench.com/ico/astrcoin/,2.4,4.1,1.4,1.6,1.2,06 Nov 2017,25 Dec 2017
augur,https://icobench.com/ico/augur/,4.1,4.1,5.0,5.0,2.0,17 Aug 2015,01 Oct 2015
aventus,https://icobench.com/ico/aventus/,4.1,4.1,3.0,4.0,4.0,06 Sep 2017,06 Sep 2017
blockmason,https://icobench.com/ico/blockmason/,3.4,4.1,1.9,3.3,2.3,08 Oct 2017,08 Nov 2017
bloom,https://icobench.com/ico/bloom/,3.7,4.1,3.1,3.7,3.3,30 Nov 2017,01 Jan 2018
chainium,https://icobench.com/ico/chainium/,4.3,4.1,4.8,4.8,3.9,25 Dec 2017,12 Jan 2018
databrokerdao,https://icobench.com/ico/databrokerdao/,4.1,4.1,3.5,4.5,4.5,18 Sep 2017,16 Oct 2017
etherparty,https://icobench.com/ico/etherparty/,3.7,4.1,4.0,2.0,2.0,01 Oct 2017,29 Oct 2017
ethersportz,https://icobench.com/ico/ethersportz/,4.3,4.1,4.5,4.5,4.5,09 Jan 2018,10 Jan 2018
fidentiax,https://icobench.com/ico/fidentiax/,3.7,4.1,3.6,3.7,3.0,06 Nov 2017,05 Dec 2017
finom,https://icobench.com/ico/finom/,4.0,4.1,4.0,4.0,3.7,15 Nov 2017,30 Dec 2017
gatcoin,https://icobench.com/ico/gatcoin/,4.3,4.1,4.3,4.7,4.3,17 Dec 2017,05 Jan 2018
geens,https://icobench.com/ico/geens/,3.7,4.1,3.0,2.0,2.0,07 Nov 2017,07 Dec 2017
guts-tickets,https://icobench.com/ico/guts-tickets/,4.1,4.1,0,0,0,15 Nov 2017,15 Dec 2017
humaniq,https://icobench.com/ico/humaniq/,4.3,4.1,4.7,4.7,4.5,06 Apr 2017,27 Apr 2017
next-exchange,https://icobench.com/ico/next-exchange/,4.2,4.1,4.6,4.7,3.7,20 Nov 2017,31 Dec 2017
opus,https://icobench.com/ico/opus/,4.1,4.1,0,0,0,24 Jul 2017,24 Aug 2017
privatix,https://icobench.com/ico/privatix/,3.5,4.1,3.4,2.6,2.6,19 Oct 2017,16 Nov 2017
prosense,https://icobench.com/ico/prosense/,3.7,4.1,4.2,3.3,3.0,16 Nov 2017,16 Dec 2017
quantstamp,https://icobench.com/ico/quantstamp/,4.2,4.1,4.4,4.4,4.3,17 Nov 2017,16 Dec 2017
snip,https://icobench.com/ico/snip/,4.1,4.1,0,0,0,27 Sep 2017,27 Oct 2017
sonm,https://icobench.com/ico/sonm/,4.1,4.1,0,0,0,15 Jun 2017,19 Jun 2017
synchrolife,https://icobench.com/ico/synchrolife/,4.1,4.1,0,0,0,22 Sep 2017,20 Oct 2017
synthium-health,https://icobench.com/ico/synthium-health/,4.1,4.1,4.0,4.0,4.0,27 Nov 2017,16 Jan 2018
the-divi-project,https://icobench.com/ico/the-divi-project/,4.1,4.1,0,0,0,27 Oct 2017,23 Nov 2017
adex,https://icobench.com/ico/adex/,4.0,4.0,0,0,0,30 Jun 2017,30 Jun 2017
agrello,https://icobench.com/ico/agrello/,4.0,4.0,0,0,0,16 Jul 2017,17 Aug 2017
algory-project,https://icobench.com/ico/algory-project/,3.8,4.0,3.9,3.9,3.3,08 Dec 2017,08 Jan 2018
alis,https://icobench.com/ico/alis/,4.0,4.0,0,0,0,01 Sep 2017,01 Oct 2017
axpire,https://icobench.com/ico/axpire/,4.0,4.0,0,0,0,08 Jan 2018,12 Jan 2018
blockcat,https://icobench.com/ico/blockcat/,4.0,4.0,5.0,5.0,3.0,15 Jul 2017,14 Aug 2017
blockv,https://icobench.com/ico/blockv/,3.4,4.0,3.0,3.0,2.6,19 Oct 2017,25 Oct 2017
cartaxi,https://icobench.com/ico/cartaxi/,3.4,4.0,3.2,2.2,2.0,29 Sep 2017,29 Oct 2017
clearpoll,https://icobench.com/ico/clearpoll/,4.1,4.0,4.4,4.4,3.9,02 Oct 2017,26 Oct 2017
coinlancer,https://icobench.com/ico/coinlancer/,3.8,4.0,3.1,3.7,3.1,14 Oct 2017,15 Nov 2017
commerceblock,https://icobench.com/ico/commerceblock/,3.8,4.0,4.2,3.6,3.2,28 Nov 2017,19 Dec 2017
easymine,https://icobench.com/ico/easymine/,4.0,4.0,0,0,0,10 Aug 2017,26 Oct 2017
enigma-catalyst,https://icobench.com/ico/enigma-catalyst/,3.5,4.0,2.3,4.2,2.3,11 Sep 2017,11 Sep 2017
esports,https://icobench.com/ico/esports/,3.8,4.0,3.9,3.3,3.3,01 Nov 2017,01 Dec 2017
flixxo,https://icobench.com/ico/flixxo/,4.0,4.0,4.0,5.0,4.0,24 Oct 2017,24 Nov 2017
genesis-vision,https://icobench.com/ico/genesis-vision/,3.7,4.0,3.7,3.7,3.4,15 Oct 2017,15 Nov 2017
indorse,https://icobench.com/ico/indorse/,4.0,4.0,0,0,0,08 Aug 2017,08 Sep 2017
intelligent-trading-technologies,https://icobench.com/ico/intelligent-trading-technologies/,4.0,4.0,0,0,0,18 Aug 2017,17 Sep 2017
karma,https://icobench.com/ico/karma/,3.7,4.0,3.0,3.0,3.0,29 Nov 2017,15 Dec 2017
miniapps,https://icobench.com/ico/miniapps/,4.0,4.0,4.0,4.5,3.5,18 Oct 2017,19 Dec 2017
pylon-network,https://icobench.com/ico/pylon-network/,3.7,4.0,3.0,3.0,1.0,04 Oct 2017,24 Oct 2017
qvolta,https://icobench.com/ico/qvolta/,3.6,4.0,3.0,3.0,2.0,10 Oct 2017,20 Oct 2017
santiment,https://icobench.com/ico/santiment/,4.0,4.0,0,0,0,04 Jul 2017,05 Jul 2017
sense,https://icobench.com/ico/sense/,3.9,4.0,3.3,4.3,3.3,07 Nov 2017,21 Nov 2017
silent-notary,https://icobench.com/ico/silent-notary/,4.0,4.0,0,0,0,21 Aug 2017,18 Sep 2017
smartlands,https://icobench.com/ico/smartlands/,4.0,4.0,0,0,0,02 Nov 2017,20 Nov 2017
srg,https://icobench.com/ico/srg/,3.4,4.0,3.7,3.0,3.1,10 Nov 2017,15 Jan 2018
tierion,https://icobench.com/ico/tierion/,4.0,4.0,0,0,0,27 Jul 2017,28 Jul 2017
tigereum,https://icobench.com/ico/tigereum/,4.4,4.0,5.0,5.0,5.0,08 Dec 2017,18 Dec 2017
united-traders,https://icobench.com/ico/united-traders/,3.3,4.0,3.5,3.0,2.9,30 Nov 2017,24 Dec 2017
viso,https://icobench.com/ico/viso/,4.0,4.0,0,0,0,24 Sep 2017,24 Oct 2017
viuly,https://icobench.com/ico/viuly/,3.6,4.0,1.0,3.0,1.0,01 Nov 2017,15 Nov 2017
wabi,https://icobench.com/ico/wabi/,4.1,4.0,3.9,4.5,4.2,28 Nov 2017,01 Dec 2017
astronaut,https://icobench.com/ico/astronaut/,3.7,3.9,4.4,3.1,3.0,25 Sep 2017,20 Oct 2017
authoreon,https://icobench.com/ico/authoreon/,3.2,3.9,2.5,2.9,2.2,19 Aug 2017,31 Dec 2017
bank-of-memories,https://icobench.com/ico/bank-of-memories/,3.2,3.9,2.5,2.5,2.0,20 Nov 2017,03 Jan 2018
beluga-pay,https://icobench.com/ico/beluga-pay/,3.4,3.9,3.6,3.0,2.8,01 Dec 2017,14 Jan 2018
betrium,https://icobench.com/ico/betrium/,3.6,3.9,3.5,3.9,3.2,07 Dec 2017,07 Jan 2018
cashaa,https://icobench.com/ico/cashaa/,3.8,3.9,3.8,3.8,3.4,06 Nov 2017,06 Dec 2017
cofound-it,https://icobench.com/ico/cofound-it/,3.9,3.9,0,0,0,07 Jun 2017,07 Jun 2017
cryptopay,https://icobench.com/ico/cryptopay/,4.0,3.9,4.7,3.8,3.8,02 Oct 2017,30 Oct 2017
everex,https://icobench.com/ico/everex/,4.0,3.9,4.6,4.6,4.1,24 Jul 2017,31 Aug 2017
flyp-me,https://icobench.com/ico/flyp-me/,3.9,3.9,0,0,0,28 Sep 2017,21 Oct 2017
ice-rock-mining,https://icobench.com/ico/ice-rock-mining/,3.0,3.9,2.4,2.5,2.2,09 Oct 2017,08 Nov 2017
iex-ec,https://icobench.com/ico/iex-ec/,3.9,3.9,0,0,0,19 Apr 2017,19 Apr 2017
investfeed,https://icobench.com/ico/investfeed/,3.9,3.9,3.0,4.0,4.0,23 Jul 2017,07 Aug 2017
just-dating-site,https://icobench.com/ico/just-dating-site/,3.9,3.9,4.0,4.0,4.0,15 Aug 2017,30 Sep 2017
lamden,https://icobench.com/ico/lamden/,4.1,3.9,4.4,4.2,4.2,01 Dec 2017,03 Jan 2018
lh-crypto,https://icobench.com/ico/lh-crypto/,3.9,3.9,4.0,4.0,4.0,04 Dec 2017,30 Dec 2017
madnetwork,https://icobench.com/ico/madnetwork/,3.8,3.9,3.6,4.0,3.6,14 Dec 2017,15 Jan 2018
mega-x,https://icobench.com/ico/mega-x/,3.4,3.9,3.6,2.4,1.6,17 Oct 2017,17 Nov 2017
mirocana,https://icobench.com/ico/mirocana/,3.2,3.9,2.6,2.0,2.2,19 Nov 2017,19 Dec 2017
monaize,https://icobench.com/ico/monaize/,3.1,3.9,2.0,2.9,2.7,10 Nov 2017,10 Dec 2017
narrative,https://icobench.com/ico/narrative/,3.7,3.9,3.7,4.0,2.8,07 Dec 2017,06 Jan 2018
nitro,https://icobench.com/ico/nitro/,3.9,3.9,3.5,4.0,4.0,30 Nov 2017,26 Dec 2017
papyrus,https://icobench.com/ico/papyrus/,3.7,3.9,3.0,3.0,3.0,12 Oct 2017,02 Nov 2017
paragon-coin,https://icobench.com/ico/paragon-coin/,3.6,3.9,3.0,1.0,1.0,15 Sep 2017,15 Oct 2017
popultrade,https://icobench.com/ico/popultrade/,2.9,3.9,3.0,2.5,2.3,11 Dec 2017,15 Jan 2018
real,https://icobench.com/ico/real/,3.9,3.9,4.0,4.0,4.0,31 Aug 2017,30 Sep 2017
reftoken,https://icobench.com/ico/reftoken/,3.6,3.9,2.0,3.0,2.0,17 Nov 2017,17 Dec 2017
satoshi-brewery,https://icobench.com/ico/satoshi-brewery/,3.3,3.9,3.0,2.4,3.0,27 Nov 2017,27 Dec 2017
seratio,https://icobench.com/ico/seratio/,3.9,3.9,0,0,0,01 Oct 2017,31 Oct 2017
spectiv,https://icobench.com/ico/spectiv/,3.0,3.9,2.8,2.8,2.4,08 Dec 2017,31 Dec 2017
substratum,https://icobench.com/ico/substratum/,3.7,3.9,3.0,3.0,2.0,14 Aug 2017,14 Sep 2017
universa,https://icobench.com/ico/universa/,4.0,3.9,5.0,5.0,5.0,27 Oct 2017,27 Nov 2017
zap-store,https://icobench.com/ico/zap-store/,3.9,3.9,5.0,4.0,3.0,21 Oct 2017,20 Nov 2017
assetron-energy,https://icobench.com/ico/assetron-energy/,3.8,3.8,0,0,0,20 Nov 2017,17 Dec 2017
bactoalarm,https://icobench.com/ico/bactoalarm/,3.7,3.8,3.0,5.0,2.0,14 Dec 2017,23 Dec 2017
bitbounce,https://icobench.com/ico/bitbounce/,3.8,3.8,0,0,0,26 Jul 2017,25 Aug 2017
blockbid,https://icobench.com/ico/blockbid/,3.8,3.8,3.0,4.0,4.0,22 Oct 2017,20 Nov 2017
coppay,https://icobench.com/ico/coppay/,3.8,3.8,3.9,3.6,4.0,30 Oct 2017,30 Nov 2017
digipulse,https://icobench.com/ico/digipulse/,4.0,3.8,3.7,4.8,3.7,01 Oct 2017,31 Oct 2017
district0x,https://icobench.com/ico/district0x/,3.9,3.8,4.0,5.0,5.0,18 Jul 2017,01 Aug 2017
ethersport,https://icobench.com/ico/ethersport/,3.8,3.8,0,0,0,22 Nov 2017,20 Dec 2017
