name,link,rating,ico_profile,team,vision,product,date
moonlite,https://icobench.com/ico/moonlite/,4.0,4.0,0,0,0,2018-01-05 - 2018-02-14
mytracknet,https://icobench.com/ico/mytracknet/,3.3,4.0,2.8,3.1,2.4,2017-12-14 - 2018-01-31
native-video-box,https://icobench.com/ico/native-video-box/,3.7,4.0,3.0,3.0,3.0,2018-01-01 - 2018-02-28
neurogress,https://icobench.com/ico/neurogress/,3.8,4.0,3.8,3.5,3.5,2018-02-10 - 2018-03-25
pecunio,https://icobench.com/ico/pecunio/,3.9,4.0,3.5,4.0,3.5,2018-02-01 - 2018-03-22
pikciochain,https://icobench.com/ico/pikciochain/,3.8,4.0,3.5,4.3,3.3,2018-02-28 - 2018-03-31
setcoin,https://icobench.com/ico/setcoin/,4.0,4.0,0,0,0,2017-11-01 - 2018-02-01
sharpe-capital,https://icobench.com/ico/sharpe-capital/,4.0,4.0,4.0,4.0,4.0,2017-11-13 - 2018-02-04
simdaq,https://icobench.com/ico/simdaq/,3.6,4.0,2.5,3.0,3.0,2018-01-25 - 2018-03-08
smart-valley,https://icobench.com/ico/smart-valley/,4.0,4.0,4.0,4.0,4.0,2017-12-15 - 2018-03-29
socialx,https://icobench.com/ico/socialx/,3.7,4.0,3.0,3.0,3.0,2018-01-15 - 2018-01-24
storiqa,https://icobench.com/ico/storiqa/,3.3,4.0,2.8,2.7,2.5,2017-11-28 - 2018-02-13
sureremit,https://icobench.com/ico/sureremit/,4.1,4.0,4.3,4.3,4.3,2018-01-10 - 2018-02-10
taklimakan-network,https://icobench.com/ico/taklimakan-network/,3.6,4.0,2.6,3.0,3.0,
tokia,https://icobench.com/ico/tokia/,3.3,4.0,3.4,3.3,2.8,2017-12-04 - 2018-03-15
vestopia,https://icobench.com/ico/vestopia/,4.0,4.0,0,0,0,2018-01-25 - 2018-03-26
weekend-millionaires-club,https://icobench.com/ico/weekend-millionaires-club/,4.0,4.0,0,0,0,2018-01-14 - 2018-01-24
acquaint,https://icobench.com/ico/acquaint/,3.9,3.9,0,0,0,2017-12-01 - 2018-04-15
almbank,https://icobench.com/ico/almbank/,3.2,3.9,2.4,3.7,1.3,2017-12-28 - 2018-01-28
arbidex,https://icobench.com/ico/arbidex/,3.7,3.9,2.0,4.0,3.0,2018-01-11 - 2018-01-29
betterbetting,https://icobench.com/ico/betterbetting/,4.1,3.9,4.4,4.7,3.8,2017-12-15 - 2018-01-31
coinfi,https://icobench.com/ico/coinfi/,3.9,3.9,4.0,4.0,4.0,2018-01-15 - 2018-02-08
coinhealth,https://icobench.com/ico/coinhealth/,3.6,3.9,4.0,3.2,3.0,2017-12-10 - 2018-02-28
doft,https://icobench.com/ico/doft/,3.8,3.9,2.9,4.0,4.0,
emu-project,https://icobench.com/ico/emu-project/,3.9,3.9,4.0,4.0,3.7,2018-02-01 - 2018-03-15
ethichub,https://icobench.com/ico/ethichub/,3.9,3.9,0,0,0,
evareium,https://icobench.com/ico/evareium/,3.7,3.9,3.0,3.0,2.0,
familypoints,https://icobench.com/ico/familypoints/,3.4,3.9,3.0,3.3,3.0,2018-02-21 - 2018-02-27
fintechfans,https://icobench.com/ico/fintechfans/,3.9,3.9,4.0,4.0,4.0,2017-11-29 - 2018-01-31
goldea,https://icobench.com/ico/goldea/,3.7,3.9,5.0,1.9,3.0,2017-12-01 - 2018-03-31
gpcc,https://icobench.com/ico/gpcc/,3.9,3.9,4.0,4.0,4.0,2017-12-13 - 2018-01-31
hada-dbank,https://icobench.com/ico/hada-dbank/,3.9,3.9,0,0,0,2017-12-20 - 2018-01-31
heardbeats,https://icobench.com/ico/heardbeats/,3.6,3.9,3.0,3.4,3.4,
herdius,https://icobench.com/ico/herdius/,3.9,3.9,3.9,3.9,3.9,2017-12-11 - 2018-01-20
ignite-ratings,https://icobench.com/ico/ignite-ratings/,3.9,3.9,0,0,0,
knowledge,https://icobench.com/ico/knowledge/,3.7,3.9,3.5,4.0,2.0,2018-01-15 - 2018-02-12
legolas-exchange,https://icobench.com/ico/legolas-exchange/,3.9,3.9,0,0,0,2018-02-01 - 2018-02-15
new-era-energy,https://icobench.com/ico/new-era-energy/,3.9,3.9,0,0,0,2018-01-15 - 2018-02-26
origami-network,https://icobench.com/ico/origami-network/,3.9,3.9,4.0,4.0,4.0,2018-02-13 - 2018-02-20
peer-mountain,https://icobench.com/ico/peer-mountain/,3.9,3.9,0,0,0,2018-02-12 - 2018-03-12
perkscoin,https://icobench.com/ico/perkscoin/,4.2,3.9,4.8,4.8,3.7,2017-11-25 - 2018-02-28
refereum,https://icobench.com/ico/refereum/,3.9,3.9,4.0,4.0,4.0,2018-02-12 - 2018-03-12
restart-energy,https://icobench.com/ico/restart-energy/,4.0,3.9,5.0,5.0,4.0,2018-01-15 - 2018-02-12
r-block,https://icobench.com/ico/r-block/,3.9,3.9,4.0,4.0,4.0,2018-01-30 - 2018-02-20
safinus,https://icobench.com/ico/safinus/,3.9,3.9,0,0,0,2018-01-23 - 2018-02-14
stampify,https://icobench.com/ico/stampify/,3.9,3.9,4.0,4.0,4.0,2017-12-01 - 2018-01-30
streamspace,https://icobench.com/ico/streamspace/,4.1,3.9,4.5,5.0,4.0,2018-01-15 - 2018-02-12
tokenlend,https://icobench.com/ico/tokenlend/,4.0,3.9,4.2,4.2,4.0,2018-03-01 - 2018-03-11
tokenomy,https://icobench.com/ico/tokenomy/,3.9,3.9,0,0,0,2018-01-15 - 2018-02-05
tradove,https://icobench.com/ico/tradove/,4.5,3.9,4.6,4.7,4.6,2017-10-26 - 2018-02-01
trendit,https://icobench.com/ico/trendit/,3.9,3.9,0,0,0,2018-02-08 - 2018-03-15
xfermoney,https://icobench.com/ico/xfermoney/,3.9,3.9,0,0,0,2018-01-17 - 2018-02-15
acomobase,https://icobench.com/ico/acomobase/,3.9,3.8,4.0,4.0,4.0,2017-12-04 - 2018-01-31
adamant-messenger,https://icobench.com/ico/adamant-messenger/,3.8,3.8,0,0,0,2017-12-14 - 2018-01-25
birdchain,https://icobench.com/ico/birdchain/,3.6,3.8,3.8,3.8,3.0,
bitindia,https://icobench.com/ico/bitindia/,3.8,3.8,4.0,3.4,4.0,
blockbits,https://icobench.com/ico/blockbits/,3.8,3.8,0,0,0,2018-01-20 - 2018-02-14
botgaming,https://icobench.com/ico/botgaming/,3.8,3.8,0,0,0,2018-01-15 - 2018-04-15
cashbet,https://icobench.com/ico/cashbet/,3.8,3.8,0,0,0,2018-01-24 - 2018-02-20
cederis,https://icobench.com/ico/cederis/,3.7,3.8,3.5,4.0,3.5,2018-01-16 - 2018-02-18
coinstarter,https://icobench.com/ico/coinstarter/,3.5,3.8,3.3,3.1,3.1,2018-01-06 - 2018-01-20
docademic,https://icobench.com/ico/docademic/,3.8,3.8,0,0,0,2018-01-29 - 2018-02-28
fabric-token,https://icobench.com/ico/fabric-token/,3.7,3.8,3.5,4.0,3.5,2018-02-15 - 2018-04-01
fabric-token,https://icobench.com/ico/fabric-token/,3.7,3.8,3.5,4.0,3.5,2018-02-15 - 2018-04-01
fan-controlled-football-league,https://icobench.com/ico/fan-controlled-football-league/,4.0,3.8,4.3,4.3,4.3,
fic-network,https://icobench.com/ico/fic-network/,3.8,3.8,0,0,0,2018-01-18 - 2018-03-25
galaxy-esolutions,https://icobench.com/ico/galaxy-esolutions/,4.0,3.8,4.4,4.4,4.1,2018-01-28 - 2018-03-05
liveedu,https://icobench.com/ico/liveedu/,3.0,3.8,2.3,2.3,2.0,2018-01-15 - 2018-02-10
medcredits,https://icobench.com/ico/medcredits/,3.8,3.8,0,0,0,2018-01-14 - 2018-03-01
nuvus-io,https://icobench.com/ico/nuvus-io/,3.8,3.8,0,0,0,2018-02-01 - 2018-04-15
open-money,https://icobench.com/ico/open-money/,3.7,3.8,3.1,3.8,3.8,
skychain,https://icobench.com/ico/skychain/,3.6,3.8,3.0,3.0,3.0,
smartrefer,https://icobench.com/ico/smartrefer/,3.8,3.8,0,0,0,2018-01-18 - 2018-03-18
storm,https://icobench.com/ico/storm/,3.8,3.8,0,0,0,
sudan-gold-coin,https://icobench.com/ico/sudan-gold-coin/,3.7,3.8,4.2,3.4,3.3,2018-01-25 - 2018-02-25
vectorzilla,https://icobench.com/ico/vectorzilla/,3.8,3.8,0,0,0,2018-01-15 - 2018-02-05
verify,https://icobench.com/ico/verify/,3.9,3.8,4.0,4.0,4.0,
water-to-the-world,https://icobench.com/ico/water-to-the-world/,3.7,3.8,3.7,4.2,3.0,2018-01-07 - 2018-01-31
white-rabbit,https://icobench.com/ico/white-rabbit/,3.8,3.8,0,0,0,2017-11-30 - 2018-01-30
wysker,https://icobench.com/ico/wysker/,3.9,3.8,4.0,4.0,4.0,2017-11-17 - 2018-01-31
xwin-cryptobet,https://icobench.com/ico/xwin-cryptobet/,4.1,3.8,4.6,4.6,4.0,2017-10-30 - 2018-01-30
arna-panacea,https://icobench.com/ico/arna-panacea/,3.8,3.6,3.7,3.8,4.1,2017-12-15 - 2018-02-10
betex,https://icobench.com/ico/betex/,3.6,3.6,3.0,4.0,4.0,2017-12-04 - 2018-01-31
blockchain-taxi,https://icobench.com/ico/blockchain-taxi/,3.6,3.6,0,0,0,2018-01-20 - 2018-02-20
blockfood,https://icobench.com/ico/blockfood/,3.6,3.6,0,0,0,2018-01-08 - 2018-02-08
blockrx,https://icobench.com/ico/blockrx/,3.6,3.6,0,0,0,2017-09-21 - 2018-01-31
bluzelle,https://icobench.com/ico/bluzelle/,3.7,3.6,4.0,4.0,4.0,2018-01-18 - 2018-02-02
car-token,https://icobench.com/ico/car-token/,3.5,3.6,3.0,4.0,3.0,2017-12-01 - 2018-02-15
cprop,https://icobench.com/ico/cprop/,3.6,3.6,0,0,0,2017-12-15 - 2018-01-31
cryptaur,https://icobench.com/ico/cryptaur/,3.6,3.6,4.0,4.0,3.0,2017-11-27 - 2018-02-12
datecoin,https://icobench.com/ico/datecoin/,3.6,3.6,4.0,4.0,3.0,2017-11-29 - 2018-04-01
dehedge,https://icobench.com/ico/dehedge/,3.7,3.6,4.0,4.0,4.0,
dolphinbi,https://icobench.com/ico/dolphinbi/,3.7,3.6,3.3,4.1,4.1,
eristica,https://icobench.com/ico/eristica/,3.6,3.6,4.0,3.6,3.6,2017-12-07 - 2018-02-07
funfair,https://icobench.com/ico/funfair/,4.1,3.6,4.7,4.2,4.5,
handelion,https://icobench.com/ico/handelion/,3.6,3.6,0,0,0,2017-12-15 - 2018-02-15
hotoken,https://icobench.com/ico/hotoken/,4.3,3.6,4.6,4.8,4.9,2017-12-06 - 2018-01-20
inspeer,https://icobench.com/ico/inspeer/,3.8,3.6,4.5,3.7,3.4,2017-12-11 - 2018-02-05
local-world-forwarders,https://icobench.com/ico/local-world-forwarders/,3.6,3.6,4.0,3.4,3.4,2018-01-23 - 2018-02-23
mcfly-aero,https://icobench.com/ico/mcfly-aero/,3.2,3.6,3.0,3.1,3.0,2018-01-22 - 2018-02-15
pindify,https://icobench.com/ico/pindify/,4.0,3.6,4.1,4.2,4.2,2017-11-20 - 2018-01-20
rucoin,https://icobench.com/ico/rucoin/,3.6,3.6,4.0,4.0,3.0,2018-01-15 - 2018-04-15
smschain,https://icobench.com/ico/smschain/,3.2,3.6,3.0,2.4,2.4,
taskfair,https://icobench.com/ico/taskfair/,3.7,3.6,4.0,3.5,4.0,
tru-reputation-network,https://icobench.com/ico/tru-reputation-network/,3.6,3.6,0,0,0,2018-01-04 - 2018-03-05
astorgame,https://icobench.com/ico/astorgame/,3.5,3.5,3.3,3.7,3.7,2018-01-10 - 2018-01-23
beefcoin,https://icobench.com/ico/beefcoin/,2.4,3.5,1.9,1.9,2.0,2018-01-01 - 2018-03-31
biocoin,https://icobench.com/ico/biocoin/,3.7,3.5,4.0,4.5,4.0,2017-11-01 - 2018-02-18
bithercash,https://icobench.com/ico/bithercash/,3.5,3.5,0,0,0,2017-12-05 - 2020-01-20
buildcoin,https://icobench.com/ico/buildcoin/,3.5,3.5,0,0,0,2018-01-03 - 2019-01-03
cryptics,https://icobench.com/ico/cryptics/,3.6,3.5,4.0,4.0,3.5,2018-03-26 - 2018-04-26
digitex,https://icobench.com/ico/digitex/,3.5,3.5,0,0,0,2018-01-15 - 2018-02-15
ecos,https://icobench.com/ico/ecos/,3.5,3.5,0,0,0,2018-02-15 - 2018-03-15
ethorse,https://icobench.com/ico/ethorse/,3.8,3.5,3.2,4.4,4.2,2018-01-24 - 2018-02-20
healthureum,https://icobench.com/ico/healthureum/,3.6,3.5,4.0,4.0,4.0,2018-01-26 - 2018-03-01
immla,https://icobench.com/ico/immla/,3.6,3.5,3.6,4.2,3.5,
immvrse,https://icobench.com/ico/immvrse/,3.5,3.5,0,0,0,
ironblock,https://icobench.com/ico/ironblock/,3.2,3.5,2.5,3.0,2.5,
luven-diagnostic,https://icobench.com/ico/luven-diagnostic/,3.4,3.5,3.0,3.0,3.0,2018-01-15 - 2018-02-28
neurochain,https://icobench.com/ico/neurochain/,3.5,3.5,0,0,0,
news,https://icobench.com/ico/news/,3.5,3.5,0,0,0,2018-01-01 - 2018-01-31
nuggets,https://icobench.com/ico/nuggets/,3.5,3.5,3.0,4.0,4.0,
peculium,https://icobench.com/ico/peculium/,3.2,3.5,2.8,3.0,3.1,2017-12-21 - 2018-01-24
rentything,https://icobench.com/ico/rentything/,3.5,3.5,0,0,0,2018-02-28 - 2018-03-31
rhovit,https://icobench.com/ico/rhovit/,3.2,3.5,3.0,2.7,2.7,
synapse,https://icobench.com/ico/synapse/,3.4,3.5,3.0,3.0,3.0,2018-02-05 - 2018-03-05
voxxo,https://icobench.com/ico/voxxo/,3.4,3.5,3.0,3.0,3.0,2017-11-01 - 2018-03-05
xzen,https://icobench.com/ico/xzen/,3.3,3.5,3.0,2.7,3.6,
zapit,https://icobench.com/ico/zapit/,3.5,3.5,0,0,0,2018-01-30 - 2018-02-28
altair-vr,https://icobench.com/ico/altair-vr/,3.4,3.4,3.0,3.0,4.0,2018-01-29 - 2018-02-12
balehu-bucks,https://icobench.com/ico/balehu-bucks/,3.6,3.4,4.0,4.0,4.0,2018-02-01 - 2018-03-31
beesocials,https://icobench.com/ico/beesocials/,2.7,3.4,2.8,2.6,2.0,
bioritmai,https://icobench.com/ico/bioritmai/,3.4,3.4,0,0,0,2018-01-30 - 2018-02-13
blocksquare-io,https://icobench.com/ico/blocksquare-io/,3.6,3.4,3.5,5.0,3.5,
ceek,https://icobench.com/ico/ceek/,3.7,3.4,5.0,5.0,5.0,2018-02-05 - 2018-03-05
daxbase,https://icobench.com/ico/daxbase/,3.5,3.4,3.0,4.0,4.0,2017-12-04 - 2018-03-11
deex,https://icobench.com/ico/deex/,3.4,3.4,0,0,0,2018-01-10 - 2018-02-28
doc-coin,https://icobench.com/ico/doc-coin/,3.4,3.4,0,0,0,2018-01-25 - 2018-02-02
elpis,https://icobench.com/ico/elpis/,3.7,3.4,5.0,5.0,5.0,2017-11-01 - 2018-03-01
game-protocol,https://icobench.com/ico/game-protocol/,3.4,3.4,0,0,0,
hearthy,https://icobench.com/ico/hearthy/,3.3,3.4,3.0,3.5,3.0,2018-02-05 - 2018-02-25
incremint-io,https://icobench.com/ico/incremint-io/,3.6,3.4,5.0,5.0,5.0,2018-01-15 - 2018-02-28
mdl-talent-hub,https://icobench.com/ico/mdl-talent-hub/,3.4,3.4,0,0,0,2018-01-12 - 2018-01-31
mossland,https://icobench.com/ico/mossland/,3.4,3.4,0,0,0,2018-01-29 - 2018-02-11
peerity,https://icobench.com/ico/peerity/,3.3,3.4,3.9,2.9,2.9,2018-02-01 - 2018-02-28
rate-ico,https://icobench.com/ico/rate-ico/,3.5,3.4,4.2,3.4,3.4,2018-01-01 - 2018-01-31
revoil,https://icobench.com/ico/revoil/,3.3,3.4,3.0,3.0,3.0,
squeezer,https://icobench.com/ico/squeezer/,3.3,3.4,3.0,3.0,3.0,2018-01-05 - 2018-02-25
swarm-fund,https://icobench.com/ico/swarm-fund/,3.4,3.4,4.0,3.0,3.0,
tetarise,https://icobench.com/ico/tetarise/,3.4,3.4,0,0,0,
tokenai,https://icobench.com/ico/tokenai/,3.4,3.4,3.0,4.0,3.0,
tradeplayz,https://icobench.com/ico/tradeplayz/,3.4,3.4,0,0,0,2018-02-01 - 2018-03-01
vesa-token,https://icobench.com/ico/vesa-token/,3.4,3.4,0,0,0,2018-01-28 - 2018-02-18
ziggurat-token,https://icobench.com/ico/ziggurat-token/,3.3,3.4,3.0,3.0,3.0,2017-11-20 - 2018-04-19
zilla,https://icobench.com/ico/zilla/,3.4,3.4,4.0,3.0,3.0,
zpay-network,https://icobench.com/ico/zpay-network/,3.2,3.4,2.0,2.0,3.0,2018-01-01 - 2018-01-31
akm-global,https://icobench.com/ico/akm-global/,3.3,3.3,4.0,3.0,3.0,2017-09-30 - 2018-05-10
antiqmall,https://icobench.com/ico/antiqmall/,3.2,3.3,3.0,3.0,3.0,2017-12-25 - 2018-02-10
blockchain-aero,https://icobench.com/ico/blockchain-aero/,3.6,3.3,3.2,4.5,3.9,
brixby,https://icobench.com/ico/brixby/,3.2,3.3,3.0,3.0,3.0,
cca,https://icobench.com/ico/cca/,3.3,3.3,0,0,0,2017-11-10 - 2018-01-31
copytrack,https://icobench.com/ico/copytrack/,3.4,3.3,5.0,3.0,3.0,2017-12-10 - 2018-02-10
corcom,https://icobench.com/ico/corcom/,3.3,3.3,0,0,0,2018-01-01 - 2018-01-31
cryptoalias,https://icobench.com/ico/cryptoalias/,3.2,3.3,3.0,4.5,2.0,2017-12-20 - 2018-01-20
digit-coin,https://icobench.com/ico/digit-coin/,3.4,3.3,3.0,4.0,3.5,2017-12-28 - 2018-02-14
eiracube,https://icobench.com/ico/eiracube/,3.3,3.3,0,0,0,2018-01-25 - 2018-03-25
electrify-asia,https://icobench.com/ico/electrify-asia/,3.6,3.3,5.0,4.5,4.0,2018-02-13 - 2018-03-01
eticket4,https://icobench.com/ico/eticket4/,2.8,3.3,2.0,1.0,1.0,2018-01-30 - 2018-02-21
experimental,https://icobench.com/ico/experimental/,3.3,3.3,0,0,0,
fast-invest,https://icobench.com/ico/fast-invest/,3.4,3.3,4.0,3.0,4.0,2017-12-04 - 2018-01-31
first-crypto-etf,https://icobench.com/ico/first-crypto-etf/,3.3,3.3,0,0,0,
flashmoni,https://icobench.com/ico/flashmoni/,3.3,3.3,0,0,0,2018-01-20 - 2018-01-31
freelancercoin,https://icobench.com/ico/freelancercoin/,3.3,3.3,0,0,0,2017-12-29 - 2018-03-31
gelios,https://icobench.com/ico/gelios/,3.3,3.3,0,0,0,2018-03-13 - 2018-04-12
giftz-io,https://icobench.com/ico/giftz-io/,3.3,3.3,0,0,0,2017-11-24 - 2018-02-24
hackspace,https://icobench.com/ico/hackspace/,3.3,3.3,0,0,0,2017-09-19 - 2018-09-20
kpr-coin,https://icobench.com/ico/kpr-coin/,3.3,3.3,0,0,0,2018-02-01 - 2018-02-15
mevu,https://icobench.com/ico/mevu/,3.3,3.3,0,0,0,2018-06-11 - 2018-07-16
midex,https://icobench.com/ico/midex/,3.3,3.3,0,0,0,2018-01-15 - 2018-03-15
mokenex,https://icobench.com/ico/mokenex/,3.3,3.3,0,0,0,2018-01-22 - 2018-03-13
movement-app,https://icobench.com/ico/movement-app/,3.2,3.3,2.0,3.0,3.0,
origin-protocol,https://icobench.com/ico/origin-protocol/,3.3,3.3,0,0,0,
peerguess,https://icobench.com/ico/peerguess/,3.5,3.3,4.0,4.0,4.0,
priorityex,https://icobench.com/ico/priorityex/,3.3,3.3,0,0,0,2018-01-01 - 2018-03-31
qlink,https://icobench.com/ico/qlink/,3.3,3.3,0,0,0,2017-12-27 - 2018-01-27
quasa,https://icobench.com/ico/quasa/,3.2,3.3,3.0,3.0,3.0,
reportercommunity,https://icobench.com/ico/reportercommunity/,3.3,3.3,0,0,0,
requitix,https://icobench.com/ico/requitix/,3.4,3.3,3.0,4.0,4.0,
rexpax,https://icobench.com/ico/rexpax/,3.2,3.3,3.3,3.3,2.3,
shivers,https://icobench.com/ico/shivers/,3.3,3.3,0,0,0,2018-01-01 - 2018-02-28
sintec,https://icobench.com/ico/sintec/,2.3,3.3,1.8,1.6,1.6,2018-01-25 - 2018-04-07
the-token-fund,https://icobench.com/ico/the-token-fund/,3.4,3.3,3.0,4.0,4.0,
valhalla,https://icobench.com/ico/valhalla/,3.1,3.3,3.0,2.0,2.0,
alfatoken,https://icobench.com/ico/alfatoken/,3.1,3.1,0,0,0,2018-01-22 - 2018-04-22
ammbr,https://icobench.com/ico/ammbr/,3.1,3.1,0,0,0,
buron,https://icobench.com/ico/buron/,3.2,3.1,2.4,4.0,3.4,2017-12-21 - 2018-12-21
chimaera,https://icobench.com/ico/chimaera/,3.3,3.1,3.5,3.5,3.5,
coincrowd,https://icobench.com/ico/coincrowd/,3.3,3.1,3.6,3.6,3.6,2017-11-15 - 2018-02-07
coinpennant,https://icobench.com/ico/coinpennant/,3.1,3.1,3.0,3.0,3.0,
conda,https://icobench.com/ico/conda/,3.1,3.1,0,0,0,2017-12-20 - 2018-02-15
crypto-trust-network,https://icobench.com/ico/crypto-trust-network/,3.3,3.1,3.0,4.5,3.5,2017-12-22 - 2018-01-22
dapp-builder,https://icobench.com/ico/dapp-builder/,3.3,3.1,4.0,4.0,4.0,
darenta,https://icobench.com/ico/darenta/,3.0,3.1,2.0,2.0,4.0,2017-12-31 - 2018-03-31
deep-gold,https://icobench.com/ico/deep-gold/,3.1,3.1,3.0,3.0,3.0,
epoch,https://icobench.com/ico/epoch/,3.1,3.1,0,0,0,2018-01-08 - 2018-02-07
fortitude-ranch,https://icobench.com/ico/fortitude-ranch/,3.4,3.1,3.8,3.8,3.8,2017-12-07 - 2018-01-30
further-network,https://icobench.com/ico/further-network/,3.1,3.1,0,0,0,2018-02-05 - 2018-02-26
glxcoin,https://icobench.com/ico/glxcoin/,3.1,3.1,0,0,0,2018-01-15 - 2018-02-01
havven,https://icobench.com/ico/havven/,3.1,3.1,0,0,0,2018-02-28 - 2018-03-07
health-monitor,https://icobench.com/ico/health-monitor/,3.1,3.1,0,0,0,2017-11-29 - 2018-01-31
ink-labs-foundation,https://icobench.com/ico/ink-labs-foundation/,3.3,3.1,4.0,4.0,4.0,
lydian,https://icobench.com/ico/lydian/,3.1,3.1,0,0,0,2017-10-30 - 2018-01-29
majato-project,https://icobench.com/ico/majato-project/,3.2,3.1,2.6,4.7,2.3,2017-12-20 - 2018-02-03
nebeus,https://icobench.com/ico/nebeus/,3.0,3.1,2.8,3.2,2.8,
nucleus,https://icobench.com/ico/nucleus/,3.2,3.1,3.3,3.6,3.0,
pingvalue,https://icobench.com/ico/pingvalue/,3.1,3.1,3.0,3.0,3.0,2018-01-13 - 2018-02-10
pinnacle-brilliance,https://icobench.com/ico/pinnacle-brilliance/,3.1,3.1,0,0,0,2018-01-15 - 2018-01-30
prosume-energy,https://icobench.com/ico/prosume-energy/,3.1,3.1,3.0,3.0,3.0,
rate-date,https://icobench.com/ico/rate-date/,2.3,3.1,2.4,1.7,1.7,2018-01-15 - 2018-02-12
simply-vital-health,https://icobench.com/ico/simply-vital-health/,3.2,3.1,3.0,4.0,4.0,2018-02-22 - 2018-03-20
sparklecoin,https://icobench.com/ico/sparklecoin/,3.1,3.1,3.0,3.0,3.0,
symmetry-fund,https://icobench.com/ico/symmetry-fund/,3.1,3.1,0,0,0,2017-12-10 - 2018-02-10
take-profit,https://icobench.com/ico/take-profit/,3.2,3.1,3.0,4.0,4.0,
telegraf-money,https://icobench.com/ico/telegraf-money/,3.2,3.1,3.0,4.0,3.0,
tuk-tuk-pass,https://icobench.com/ico/tuk-tuk-pass/,3.1,3.1,0,0,0,2018-01-15 - 2018-01-31
zed,https://icobench.com/ico/zed/,3.1,3.1,0,0,0,
alttex,https://icobench.com/ico/alttex/,3.0,3.0,0,0,0,2017-12-11 - 2018-01-24
arbi,https://icobench.com/ico/arbi/,3.2,3.0,3.0,4.0,4.0,
battle-of-titans,https://icobench.com/ico/battle-of-titans/,3.2,3.0,3.5,3.5,3.9,
biometrids,https://icobench.com/ico/biometrids/,3.2,3.0,3.0,4.5,3.0,2018-01-29 - 2018-02-26
canabio,https://icobench.com/ico/canabio/,3.0,3.0,0,0,0,2018-01-01 - 2018-12-15
centra,https://icobench.com/ico/centra/,3.0,3.0,0,0,0,
coinseed,https://icobench.com/ico/coinseed/,3.2,3.0,3.6,4.0,3.4,2018-03-20 - 2018-04-20
dcx,https://icobench.com/ico/dcx/,2.8,3.0,2.0,3.0,2.0,2018-01-05 - 2018-01-30
dealbox,https://icobench.com/ico/dealbox/,3.0,3.0,0,0,0,2017-11-19 - 2018-01-19
fluence,https://icobench.com/ico/fluence/,2.8,3.0,2.0,2.0,2.0,
fueldapp,https://icobench.com/ico/fueldapp/,3.8,3.0,5.0,5.0,5.0,
fund-platform,https://icobench.com/ico/fund-platform/,2.5,3.0,1.9,2.7,1.9,
lucidexchange,https://icobench.com/ico/lucidexchange/,3.3,3.0,4.0,4.0,4.0,
media-network-token,https://icobench.com/ico/media-network-token/,3.3,3.0,5.0,5.0,5.0,2017-12-15 - 2018-02-15
micars,https://icobench.com/ico/micars/,3.0,3.0,3.0,3.0,3.0,2018-01-12 - 2018-02-13
moms-avenue,https://icobench.com/ico/moms-avenue/,2.4,3.0,2.4,2.2,1.8,
monartis,https://icobench.com/ico/monartis/,3.0,3.0,0,0,0,2017-12-04 - 2018-01-21
nyx,https://icobench.com/ico/nyx/,3.0,3.0,3.0,3.0,3.0,2018-01-24 - 2018-02-07
olxa,https://icobench.com/ico/olxa/,3.0,3.0,0,0,0,2018-02-01 - 2018-02-07
open-longevity,https://icobench.com/ico/open-longevity/,2.5,3.0,2.1,1.9,1.5,
pumped,https://icobench.com/ico/pumped/,3.0,3.0,0,0,0,
reales-coin,https://icobench.com/ico/reales-coin/,3.0,3.0,0,0,0,2018-01-10 - 2018-02-10
serenity-financial,https://icobench.com/ico/serenity-financial/,3.3,3.0,4.0,4.0,4.0,
smarthealthcare,https://icobench.com/ico/smarthealthcare/,3.0,3.0,0,0,0,2018-02-12 - 2018-03-13
superdao,https://icobench.com/ico/superdao/,3.0,3.0,0,0,0,
viewly,https://icobench.com/ico/viewly/,2.8,3.0,2.0,2.0,2.0,
waltix,https://icobench.com/ico/waltix/,3.3,3.0,4.0,4.0,4.0,
weare-ecosystem,https://icobench.com/ico/weare-ecosystem/,3.2,3.0,5.0,5.0,5.0,2017-12-15 - 2018-02-15
yohocube,https://icobench.com/ico/yohocube/,3.0,3.0,0,0,0,
3d-token,https://icobench.com/ico/3d-token/,2.9,2.9,0,0,0,2018-01-01 - 2018-02-11
aktie-social,https://icobench.com/ico/aktie-social/,2.9,2.9,0,0,0,2018-02-01 - 2018-02-14
algebraix-data,https://icobench.com/ico/algebraix-data/,3.1,2.9,3.0,4.0,4.0,
celsius,https://icobench.com/ico/celsius/,2.9,2.9,3.7,3.0,1.9,2018-01-20 - 2018-02-20
chain-id,https://icobench.com/ico/chain-id/,2.9,2.9,0,0,0,2018-02-01 - 2018-02-28
cryogen,https://icobench.com/ico/cryogen/,2.9,2.9,0,0,0,2017-11-09 - 2018-02-01
data-trading,https://icobench.com/ico/data-trading/,2.4,2.9,1.0,1.0,1.0,2017-12-18 - 2018-02-22
duber,https://icobench.com/ico/duber/,2.9,2.9,2.0,4.0,3.0,2017-12-05 - 2018-01-19
eharvesthub,https://icobench.com/ico/eharvesthub/,2.9,2.9,0,0,0,2018-04-28 - 2018-05-23
ethera-coin,https://icobench.com/ico/ethera-coin/,2.9,2.9,0,0,0,2018-01-01 - 2018-04-04
ethernal-heroes,https://icobench.com/ico/ethernal-heroes/,2.9,2.9,3.0,2.0,3.0,
